YEAR,CAR NAME,MODEL,ENGINE SIZE,CYLINDERS,FUEL TYPE,FUEL CONSUMPTION,CO2 EMISSIONS 
2006,AUDI,A4 QUATTRO,2,4,Z,10.6,207
2006,AUDI,A4 QUATTRO,3.1,6,Z,12.3,239
2006,AUDI,A6 AVANT QUATTRO,3.1,6,Z,12.9,248
2006,AUDI,A6 QUATTRO,3.1,6,Z,12.3,239
2006,AUDI,A6 QUATTRO,4.2,8,Z,13.6,269
2006,AUDI,A8,4.2,8,Z,13.4,262
2006,AUDI,A8L,4.2,8,Z,13.4,262
2006,AUDI,A8L,6,12,Z,16,313
2006,AUDI,S4,4.2,8,Z,15.3,292
2006,AUDI,S4,4.2,8,Z,15.8,306
2006,AUDI,S4 AVANT,4.2,8,Z,15.3,292
2006,AUDI,S4 AVANT,4.2,8,Z,15.8,306
2006,AUDI,S4 CABRIOLET,4.2,8,Z,15.5,297
2006,AUDI,S4 CABRIOLET,4.2,8,Z,15.8,306
2006,AUDI,TT COUPE QUATTRO,1.8,4,Z,11.7,228
2006,AUDI,TT COUPE QUATTRO,3.2,6,Z,12.3,242
2006,AUDI,TT ROADSTER QUATTRO,1.8,4,Z,11.7,228
2006,AUDI,TT ROADSTER QUATTRO,3.2,6,Z,12.6,248
2006,BENTLEY,ARNAGE,6.7,8,Z,22.9,444
2006,BENTLEY,ARNAGE LWB,6.7,8,Z,22.9,444
2006,BENTLEY,CONTINENTAL FLYING SPUR,6,12,Z,21.2,393
2006,BENTLEY,CONTINENTAL GT,6,12,Z,20.4,380
2006,BMW,323i,2.5,6,Z,11.2,212
2006,BMW,323i,2.5,6,Z,11.1,212
2006,BMW,325Ci,3,6,Z,12.3,239
2006,BMW,325Ci,3,6,Z,11.6,223
2006,BMW,325Ci CONVERTIBLE,2.5,6,Z,12.7,246
2006,BMW,325Ci CONVERTIBLE,2.5,6,Z,12.6,242
2006,BMW,325i,3,6,Z,11.3,216
2006,BMW,325i,3,6,Z,11.4,216
2006,BMW,325xi,3,6,Z,11.8,230
2006,BMW,325xi,3,6,Z,12,230
2006,BMW,325xi SPORT WAGON,3,6,Z,11.7,228
2006,BMW,325xi SPORT WAGON,3,6,Z,12.1,235
2006,BMW,330Ci,3,6,Z,12.3,239
2006,BMW,330Ci,3,6,Z,11.5,218
2006,BMW,330Ci CONVERTIBLE,2.5,6,Z,12.8,251
2006,BMW,330Ci CONVERTIBLE,2.5,6,Z,12.1,232
2006,BMW,330i,3,6,Z,11.4,218
2006,BMW,330i,3,6,Z,11.4,216
2006,BMW,330xi,3,6,Z,11.7,228
2006,BMW,330xi,3,6,Z,12,230
2006,BMW,525i,3,6,Z,11.4,218
2006,BMW,525i,3,6,Z,11.4,216
2006,BMW,525xi,3,6,Z,11.7,228
2006,BMW,525xi,3,6,Z,12,230
2006,BMW,530i,3,6,Z,11.4,218
2006,BMW,530i,3,6,Z,11.4,216
2006,BMW,530xi,3,6,Z,11.7,228
2006,BMW,530xi,3,6,Z,12.1,235
2006,BMW,530xi SPORT WAGON,3,6,Z,11.7,228
2006,BMW,530xi SPORT WAGON,3,6,Z,12.1,235
2006,BMW,550i,4.8,8,Z,13.2,253
2006,BMW,550i,4.8,8,Z,14.8,288
2006,BMW,550i,4.8,8,Z,14.8,283
2006,BMW,650Ci,4.8,8,Z,13.2,253
2006,BMW,650Ci,4.8,8,Z,14.8,288
2006,BMW,650Ci,4.8,8,Z,14.8,283
2006,BMW,650Ci CONVERTIBLE,4.8,8,Z,13.8,264
2006,BMW,650Ci CONVERTIBLE,4.8,8,Z,15.7,304
2006,BMW,650Ci CONVERTIBLE,4.8,8,Z,16.2,308
2006,BMW,750i,4.8,8,Z,13.8,264
2006,BMW,750Li,4.8,8,Z,13.8,264
2006,BMW,760i,6,12,Z,15.8,299
2006,BMW,760Li,6,12,Z,15.8,299
2006,BMW,M3,3.2,6,Z,13.3,260
2006,BMW,M3,3.2,6,Z,14.5,276
2006,BMW,M3 CONVERTIBLE,3.2,6,Z,13.8,274
2006,BMW,M3 CONVERTIBLE,3.2,6,Z,14.9,285
2006,BMW,M5,5,10,Z,18.1,343
2006,BMW,X3,2.5,6,Z,14.1,274
2006,BMW,X3,2.5,6,Z,13.6,264
2006,BMW,X3,3,6,Z,14.8,283
2006,BMW,X3,3,6,Z,13.8,264
2006,BMW,X5,3,6,Z,14.9,297
2006,BMW,X5,3,6,Z,15.9,306
2006,BMW,X5,4.4,8,Z,14.8,290
2006,BMW,X5 4.8is,4.8,8,Z,14.7,290
2006,BUICK,ALLURE,3.6,6,X,12.4,239
2006,BUICK,ALLURE,3.8,6,X,12.2,230
2006,BUICK,LUCERNE,3.8,6,X,12.2,230
2006,BUICK,LUCERNE,4.6,8,X,13.8,264
2006,BUICK,RAINIER AWD,4.2,6,X,15.8,315
2006,BUICK,RAINIER AWD,5.3,8,X,15.4,299
2006,BUICK,RENDEZVOUS,3.5,6,X,12.6,246
2006,BUICK,RENDEZVOUS,3.6,6,X,12.9,251
2006,BUICK,RENDEZVOUS AWD,3.5,6,X,13.4,267
2006,BUICK,RENDEZVOUS AWD,3.6,6,X,12.9,251
2006,BUICK,TERRAZA,3.5,6,X,12.9,253
2006,BUICK,TERRAZA,3.9,6,X,13.1,255
2006,BUICK,TERRAZA AWD,3.5,6,X,13.8,274
2006,CADILLAC,CTS,2.8,6,X,13.1,248
2006,CADILLAC,CTS,2.8,6,X,13.6,255
2006,CADILLAC,CTS,3.6,6,X,13.1,255
2006,CADILLAC,CTS,3.6,6,X,14.1,262
2006,CADILLAC,CTS,6,8,Z,15.4,290
2006,CADILLAC,DTS,4.6,8,X,13.8,264
2006,CADILLAC,ESCALADE AWD,6,8,Z,17.3,350
2006,CADILLAC,ESCALADE ESV AWD,6,8,Z,17.3,350
2006,CADILLAC,ESCALADE EXT AWD,6,8,Z,17.3,350
2006,CADILLAC,SRX,3.6,6,X,14.5,278
2006,CADILLAC,SRX,4.6,8,Z,16.1,299
2006,CADILLAC,SRX AWD,3.6,6,X,15.2,292
2006,CADILLAC,SRX AWD,4.6,8,Z,16.1,304
2006,CADILLAC,STS,3.6,6,X,13.1,255
2006,CADILLAC,STS,4.6,8,Z,14.1,267
2006,CADILLAC,STS AWD,3.6,6,X,13.8,264
2006,CADILLAC,STS AWD,4.6,8,Z,14.6,283
2006,CADILLAC,XLR,4.6,8,Z,14.1,267
2006,CHEVROLET,AVEO,1.6,4,X,9.7,189
2006,CHEVROLET,AVEO,1.6,4,X,9.1,179
2006,CHEVROLET,C1500 AVALANCHE,5.3,8,X,16.2,329
2006,CHEVROLET,C1500 AVALANCHE FFV,5.3,8,X,16.6,329
2006,CHEVROLET,C1500 AVALANCHE FFV,5.3,8,E,22.1,306
2006,CHEVROLET,C1500 SILVERADO,4.3,6,X,14.9,297
2006,CHEVROLET,C1500 SILVERADO,4.3,6,X,15.2,297
2006,CHEVROLET,C1500 SILVERADO,4.8,8,X,14.3,288
2006,CHEVROLET,C1500 SILVERADO,4.8,8,X,14.6,288
2006,CHEVROLET,C1500 SILVERADO,5.3,8,X,14.8,299
2006,CHEVROLET,C1500 SILVERADO,6,8,Z,15.6,313
2006,CHEVROLET,C1500 SILVERADO FFV,5.3,8,X,14.8,294
2006,CHEVROLET,C1500 SILVERADO FFV,5.3,8,E,19.7,272
2006,CHEVROLET,C1500 SILVERADO HYBRID,5.3,8,X,13.2,276
2006,CHEVROLET,C1500 SUBURBAN,5.3,8,X,15.9,315
2006,CHEVROLET,C1500 SUBURBAN FFV,5.3,8,X,16.6,329
2006,CHEVROLET,C1500 SUBURBAN FFV,5.3,8,E,22.1,306
2006,CHEVROLET,C1500 TAHOE,4.8,8,X,15.1,304
2006,CHEVROLET,C1500 TAHOE,5.3,8,X,15.9,315
2006,CHEVROLET,C1500 TAHOE FFV,5.3,8,X,16.6,331
2006,CHEVROLET,C1500 TAHOE FFV,5.3,8,E,22.1,307
2006,CHEVROLET,COBALT,2,4,Z,10.1,205
2006,CHEVROLET,COBALT,2.2,4,X,9.5,191
2006,CHEVROLET,COBALT,2.2,4,X,9.5,184
2006,CHEVROLET,COBALT,2.4,4,Z,9.3,186
2006,CHEVROLET,COBALT,2.4,4,Z,9.4,184
2006,CHEVROLET,COLORADO,2.8,4,X,13.8,269
2006,CHEVROLET,COLORADO,2.8,4,X,12.2,237
2006,CHEVROLET,COLORADO,3.5,5,X,12.5,251
2006,CHEVROLET,COLORADO,3.5,5,X,13,253
2006,CHEVROLET,COLORADO 4X4,2.8,4,X,14.3,281
2006,CHEVROLET,COLORADO 4X4,2.8,4,X,13.8,269
2006,CHEVROLET,COLORADO 4X4,3.5,5,X,13.3,269
2006,CHEVROLET,COLORADO 4X4,3.5,5,X,13.4,267
2006,CHEVROLET,COLORADO CHASSIS CAB,3.5,5,X,14,278
2006,CHEVROLET,COLORADO CREW CAB,2.8,4,X,13.9,271
2006,CHEVROLET,COLORADO CREW CAB,2.8,4,X,12.2,235
2006,CHEVROLET,COLORADO CREW CAB,3.5,5,X,12.5,251
2006,CHEVROLET,COLORADO CREW CAB 4X4,2.8,4,X,14.3,281
2006,CHEVROLET,COLORADO CREW CAB 4X4,2.8,4,X,13.8,269
2006,CHEVROLET,COLORADO CREW CAB 4X4,3.5,5,X,13.8,278
2006,CHEVROLET,CORVETTE,6,8,Z,13.8,258
2006,CHEVROLET,CORVETTE,6,8,Z,13.2,246
2006,CHEVROLET,CORVETTE,7,8,Z,14.3,267
2006,CHEVROLET,EPICA,2.5,6,X,12,235
2006,CHEVROLET,EQUINOX,3.4,6,X,12.6,246
2006,CHEVROLET,EQUINOX AWD,3.4,6,X,13.1,258
2006,CHEVROLET,G15 EXPRESS CARGO,4.3,6,X,16.4,329
2006,CHEVROLET,G15 EXPRESS CARGO,5.3,8,X,14.8,299
2006,CHEVROLET,G15 EXPRESS CARGO CONV,4.3,6,X,16.5,331
2006,CHEVROLET,G15 EXPRESS CARGO CONV,5.3,8,X,16.2,329
2006,CHEVROLET,G15 EXPRESS PASSENGER,4.3,6,X,15.7,315
2006,CHEVROLET,G15 EXPRESS PASSENGER,5.3,8,X,16.2,329
2006,CHEVROLET,H15 EXPRESS CARGO AWD,5.3,8,X,15.9,315
2006,CHEVROLET,H15 EXPRESS CARGO AWD CONV,5.3,8,X,17,350
2006,CHEVROLET,H15 EXPRESS PASSENGER AWD,5.3,8,X,17,350
2006,CHEVROLET,HHR,2.2,4,X,10.1,200
2006,CHEVROLET,HHR,2.2,4,X,10.1,196
2006,CHEVROLET,HHR,2.4,4,Z,10.2,200
2006,CHEVROLET,HHR,2.4,4,Z,10.4,205
2006,CHEVROLET,IMPALA,3.5,6,X,11.3,216
2006,CHEVROLET,IMPALA,3.9,6,X,12.1,235
2006,CHEVROLET,IMPALA,5.3,8,Z,13,246
2006,CHEVROLET,IMPALA FFV,3.5,6,X,11.3,216
2006,CHEVROLET,IMPALA FFV,3.5,6,E,14.8,197
2006,CHEVROLET,K1500 AVALANCHE 4X4,5.3,8,X,17,350
2006,CHEVROLET,K1500 AVALANCHE FFV 4X4,5.3,8,X,17.2,347
2006,CHEVROLET,K1500 AVALANCHE FFV 4X4,5.3,8,E,22.9,320
2006,CHEVROLET,K1500 SILVERADO 4X4,4.3,6,X,15.7,322
2006,CHEVROLET,K1500 SILVERADO 4X4,4.3,6,X,15.9,315
2006,CHEVROLET,K1500 SILVERADO 4X4,4.8,8,X,15.4,313
2006,CHEVROLET,K1500 SILVERADO 4X4,4.8,8,X,16.1,317
2006,CHEVROLET,K1500 SILVERADO 4X4,5.3,8,X,15.8,315
2006,CHEVROLET,K1500 SILVERADO 4X4,6,8,Z,17,347
2006,CHEVROLET,K1500 SILVERADO FFV 4X4,5.3,8,X,15.4,310
2006,CHEVROLET,K1500 SILVERADO FFV 4X4,5.3,8,E,20.4,286
2006,CHEVROLET,K1500 SILVERADO HYBRID 4X4,5.3,8,X,14.3,299
2006,CHEVROLET,K1500 SUBURBAN 4X4,5.3,8,X,17,350
2006,CHEVROLET,K1500 SUBURBAN AWD,6,8,Z,17.3,350
2006,CHEVROLET,K1500 SUBURBAN FFV 4X4,5.3,8,X,17.2,347
2006,CHEVROLET,K1500 SUBURBAN FFV 4X4,5.3,8,E,22.9,320
2006,CHEVROLET,K1500 TAHOE 4X4,5.3,8,X,17,350
2006,CHEVROLET,K1500 TAHOE FFV 4X4,5.3,8,X,17.2,347
2006,CHEVROLET,K1500 TAHOE FFV 4X4,5.3,8,E,22.9,320
2006,CHEVROLET,MALIBU,2.2,4,X,9.9,196
2006,CHEVROLET,MALIBU,3.5,6,X,10.6,205
2006,CHEVROLET,MALIBU,3.9,6,X,13.1,255
2006,CHEVROLET,MALIBU MAXX,3.5,6,X,11.5,225
2006,CHEVROLET,MALIBU MAXX,3.9,6,X,13.1,255
2006,CHEVROLET,MONTE CARLO,3.5,6,X,11,212
2006,CHEVROLET,MONTE CARLO,3.9,6,X,11.8,230
2006,CHEVROLET,MONTE CARLO,5.3,8,Z,13,246
2006,CHEVROLET,OPTRA,2,4,X,11,214
2006,CHEVROLET,OPTRA,2,4,X,10.4,205
2006,CHEVROLET,OPTRA WAGON,2,4,X,11,214
2006,CHEVROLET,OPTRA WAGON,2,4,X,10.4,205
2006,CHEVROLET,SSR PICKUP,6,8,Z,15.6,313
2006,CHEVROLET,SSR PICKUP,6,8,Z,18,338
2006,CHEVROLET,TRAILBLAZER,4.2,6,X,14.8,290
2006,CHEVROLET,TRAILBLAZER,5.3,8,X,14.8,288
2006,CHEVROLET,TRAILBLAZER,6,8,Z,15.6,313
2006,CHEVROLET,TRAILBLAZER 4X4,4.2,6,X,15.8,315
2006,CHEVROLET,TRAILBLAZER 4X4,5.3,8,X,15.4,299
2006,CHEVROLET,TRAILBLAZER AWD,6,8,Z,16.4,336
2006,CHEVROLET,TRAILBLAZER EXT,4.2,6,X,15.6,310
2006,CHEVROLET,TRAILBLAZER EXT,5.3,8,X,14.8,288
2006,CHEVROLET,TRAILBLAZER EXT 4X4,4.2,6,X,15.8,315
2006,CHEVROLET,TRAILBLAZER EXT 4X4,5.3,8,X,16.1,317
2006,CHEVROLET,UPLANDER,3.5,6,X,12.9,253
2006,CHEVROLET,UPLANDER,3.9,6,X,13.1,255
2006,CHEVROLET,UPLANDER AWD,3.5,6,X,13.8,274
2006,CHRYSLER,300,3.5,6,X,12.2,237
2006,CHRYSLER,300,3.5,6,X,12.5,242
2006,CHRYSLER,300 AWD,3.5,6,X,13.9,269
2006,CHRYSLER,300C (MDS),5.7,8,X,13.9,267
2006,CHRYSLER,300C AWD (MDS),5.7,8,X,13.6,267
2006,CHRYSLER,300C SRT8,6.1,8,Z,16.5,322
2006,CHRYSLER,CROSSFIRE,3.2,6,Z,11.2,223
2006,CHRYSLER,CROSSFIRE,3.2,6,Z,14.1,267
2006,CHRYSLER,CROSSFIRE ROADSTER,3.2,6,Z,11.2,223
2006,CHRYSLER,CROSSFIRE ROADSTER,3.2,6,Z,14.1,267
2006,CHRYSLER,CROSSFIRE ROADSTER SRT6 #,3.2,6,Z,13.7,267
2006,CHRYSLER,CROSSFIRE SRT6 #,3.2,6,Z,13.7,267
2006,CHRYSLER,PACIFICA,3.5,6,X,14.1,276
2006,CHRYSLER,PACIFICA AWD,3.5,6,X,14.2,281
2006,CHRYSLER,PT CRUISER,2.4,4,X,11,223
2006,CHRYSLER,PT CRUISER,2.4,4,X,9.8,202
2006,CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,X,11,223
2006,CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,X,9.8,202
2006,CHRYSLER,PT TURBO,2.4,4,X,11.4,228
2006,CHRYSLER,PT TURBO #,2.4,4,X,11.4,228
2006,CHRYSLER,PT TURBO #,2.4,4,X,10.4,214
2006,CHRYSLER,PT TURBO CONVERTIBLE,2.4,4,X,11.4,228
2006,CHRYSLER,PT TURBO CONVERTIBLE #,2.4,4,X,11.4,228
2006,CHRYSLER,PT TURBO CONVERTIBLE #,2.4,4,X,10.4,214
2006,CHRYSLER,SEBRING,2.4,4,X,10.6,209
2006,CHRYSLER,SEBRING,2.7,6,X,11.2,223
2006,CHRYSLER,SEBRING,2.7,6,X,11.1,221
2006,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,X,11.2,223
2006,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,X,11.1,221
2006,CHRYSLER,SEBRING FFV,2.7,6,X,11.2,223
2006,CHRYSLER,SEBRING FFV,2.7,6,E,15,208
2006,CHRYSLER,TOWN & COUNTRY,3.8,6,X,13.4,260
2006,DODGE,CARAVAN,3.3,6,X,12.2,239
2006,DODGE,CARAVAN C/V,3.3,6,X,12.2,239
2006,DODGE,CARAVAN FFV,3.3,6,X,12,237
2006,DODGE,CARAVAN FFV,3.3,6,E,18.5,253
2006,DODGE,CARAVAN FFV C/V,3.3,6,X,12,237
2006,DODGE,CARAVAN FFV C/V,3.3,6,E,18.5,253
2006,DODGE,CHARGER,2.7,6,X,11.4,223
2006,DODGE,CHARGER,3.5,6,X,12.5,242
2006,DODGE,CHARGER (MDS),5.7,8,X,13.9,267
2006,DODGE,CHARGER SRT8,6.1,8,Z,16.5,322
2006,DODGE,DAKOTA,3.7,6,X,14.4,285
2006,DODGE,DAKOTA,3.7,6,X,13.7,276
2006,DODGE,DAKOTA,4.7,8,X,15.6,310
2006,DODGE,DAKOTA,4.7,8,X,15.9,313
2006,DODGE,DAKOTA #,4.7,8,X,15.6,310
2006,DODGE,DAKOTA 4X4,3.7,6,X,15.5,313
2006,DODGE,DAKOTA 4X4,3.7,6,X,14.5,292
2006,DODGE,DAKOTA 4X4,4.7,8,X,15.6,308
2006,DODGE,DAKOTA 4X4,4.7,8,X,16,315
2006,DODGE,DAKOTA 4X4 #,4.7,8,X,15.6,308
2006,DODGE,DURANGO 4X4,4.7,8,X,17.2,343
2006,DODGE,DURANGO 4X4 (MDS),5.7,8,X,16.5,327
2006,DODGE,DURANGO 4X4 FFV,4.7,8,X,19.4,384
2006,DODGE,DURANGO 4X4 FFV,4.7,8,E,26.7,371
2006,DODGE,GRAND CARAVAN,3.3,6,X,12.9,251
2006,DODGE,GRAND CARAVAN,3.8,6,X,13.4,260
2006,DODGE,GRAND CARAVAN C/V,3.3,6,X,12.2,239
2006,DODGE,GRAND CARAVAN FFV,3.3,6,X,13.1,255
2006,DODGE,GRAND CARAVAN FFV,3.3,6,E,18.5,253
2006,DODGE,GRAND CARAVAN FFV C/V,3.3,6,X,12,237
2006,DODGE,GRAND CARAVAN FFV C/V,3.3,6,E,18.5,253
2006,DODGE,MAGNUM,2.7,6,X,11.4,223
2006,DODGE,MAGNUM,3.5,6,X,12.2,237
2006,DODGE,MAGNUM,3.5,6,X,12.5,242
2006,DODGE,MAGNUM (MDS),5.7,8,X,13.9,267
2006,DODGE,MAGNUM AWD,3.5,6,X,13.9,269
2006,DODGE,MAGNUM AWD (MDS),5.7,8,X,13.6,267
2006,DODGE,MAGNUM SRT8,6.1,8,Z,16.5,322
2006,DODGE,RAM 1500,3.7,6,X,15.6,304
2006,DODGE,RAM 1500,3.7,6,X,13.5,278
2006,DODGE,RAM 1500,4.7,8,X,17.2,338
2006,DODGE,RAM 1500,4.7,8,X,16.8,334
2006,DODGE,RAM 1500 (MDS),5.7,8,X,16,315
2006,DODGE,RAM 1500 4X4,4.7,8,X,17.9,359
2006,DODGE,RAM 1500 4X4,4.7,8,X,17.2,347
2006,DODGE,RAM 1500 4X4 (MDS),5.7,8,X,16.6,327
2006,DODGE,RAM 1500 FFV,4.7,8,X,19.4,384
2006,DODGE,RAM 1500 FFV,4.7,8,E,26.7,371
2006,DODGE,RAM 1500 FFV 4X4,4.7,8,X,19.4,384
2006,DODGE,RAM 1500 FFV 4X4,4.7,8,E,26.7,371
2006,DODGE,RAM SRT-10,8.3,10,Z,26.1,513
2006,DODGE,RAM SRT-10,8.3,10,Z,25,469
2006,DODGE,VIPER SRT-10 CONVERTIBLE,8.3,10,Z,19.5,356
2006,DODGE,VIPER SRT-10 COUPE,8.3,10,Z,19.5,356
2006,FERRARI,612 SCAGLIETTI,5.7,12,Z,22.9,423
2006,FERRARI,612 SCAGLIETTI,5.7,12,Z,22.1,414
2006,FERRARI,F430 COUPE,4.3,8,Z,19.1,368
2006,FERRARI,F430 COUPE,4.3,8,Z,18.8,366
2006,FERRARI,F430 SPIDER,4.3,8,Z,19.1,368
2006,FERRARI,F430 SPIDER,4.3,8,Z,18.8,366
2006,FORD,CROWN VICTORIA,4.6,8,X,14,264
2006,FORD,E150 CLUB WAGON,4.6,8,X,16.1,322
2006,FORD,E150 CLUB WAGON,5.4,8,X,18.1,363
2006,FORD,E150 VAN,4.6,8,X,15.8,317
2006,FORD,E150 VAN,5.4,8,X,16.8,340
2006,FORD,ESCAPE,2.3,4,X,10.4,218
2006,FORD,ESCAPE,2.3,4,X,9.9,202
2006,FORD,ESCAPE,3,6,X,11.9,242
2006,FORD,ESCAPE 4X4,2.3,4,X,11.4,237
2006,FORD,ESCAPE 4X4,3,6,X,12.5,255
2006,FORD,ESCAPE HYBRID,2.3,4,X,6.6,156
2006,FORD,ESCAPE HYBRID 4X4,2.3,4,X,7.1,168
2006,FORD,EXPEDITION 4X4,5.4,8,X,17.1,345
2006,FORD,EXPLORER 4X4,4,6,X,16,313
2006,FORD,EXPLORER 4X4,4.6,8,X,16.6,322
2006,FORD,F150,4.2,6,X,15.1,304
2006,FORD,F150,4.2,6,X,15.3,304
2006,FORD,F150,4.6,8,X,16,320
2006,FORD,F150,5.4,8,X,16.5,329
2006,FORD,F150 4X4,4.6,8,X,16.7,338
2006,FORD,F150 4X4,5.4,8,X,17.1,343
2006,FORD,FIVE-HUNDRED,3,6,X,11.2,218
2006,FORD,FIVE-HUNDRED,3,6,X,11.9,230
2006,FORD,FIVE-HUNDRED AWD,3,6,X,12.4,244
2006,FORD,FOCUS,2,4,X,9.2,186
2006,FORD,FOCUS,2,4,X,9,179
2006,FORD,FOCUS,2.3,4,X,10.6,207
2006,FORD,FOCUS WAGON,2,4,X,9.2,186
2006,FORD,FOCUS WAGON,2,4,X,9,179
2006,FORD,FREESTAR WAGON,4.2,6,X,14.1,278
2006,FORD,FREESTYLE,3,6,X,11.7,232
2006,FORD,FREESTYLE AWD,3,6,X,12.5,251
2006,FORD,FUSION,2.3,4,X,9.9,196
2006,FORD,FUSION,2.3,4,X,10.2,200
2006,FORD,FUSION,3,6,X,11.4,221
2006,FORD,GRAND MARQUIS,4.6,8,X,14,264
2006,FORD,MUSTANG,4,6,X,12.6,248
2006,FORD,MUSTANG,4,6,X,12.3,235
2006,FORD,MUSTANG,4.6,8,X,13.8,271
2006,FORD,MUSTANG,4.6,8,X,14,267
2006,FORD,RANGER,2.3,4,X,11.1,225
2006,FORD,RANGER,2.3,4,X,9.9,200
2006,FORD,RANGER,3,6,X,13.9,278
2006,FORD,RANGER,3,6,X,13.1,262
2006,FORD,RANGER,4,6,X,14.3,283
2006,FORD,RANGER,4,6,X,13.5,271
2006,FORD,RANGER 4X4,4,6,X,15.1,304
2006,FORD,RANGER 4X4,4,6,X,15.1,308
2006,FORD,TAURUS,3,6,X,11.8,232
2006,GMC,C1500 SIERRA,4.3,6,X,14.8,294
2006,GMC,C1500 SIERRA,4.3,6,X,15.2,297
2006,GMC,C1500 SIERRA,4.8,8,X,14.3,288
2006,GMC,C1500 SIERRA,4.8,8,X,14.6,288
2006,GMC,C1500 SIERRA,5.3,8,X,14.8,299
2006,GMC,C1500 SIERRA,6,8,Z,15.6,313
2006,GMC,C1500 SIERRA FFV,5.3,8,X,14.7,292
2006,GMC,C1500 SIERRA FFV,5.3,8,E,19.6,270
2006,GMC,C1500 SIERRA HYBRID,5.3,8,X,13.2,276
2006,GMC,C1500 YUKON,4.8,8,X,15.1,304
2006,GMC,C1500 YUKON,5.3,8,X,15.9,315
2006,GMC,C1500 YUKON FFV,5.3,8,X,16.6,331
2006,GMC,C1500 YUKON FFV,5.3,8,E,22.1,307
2006,GMC,C1500 YUKON XL,5.3,8,X,16.2,329
2006,GMC,C1500 YUKON XL FFV,5.3,8,X,16.6,329
2006,GMC,C1500 YUKON XL FFV,5.3,8,E,22.1,306
2006,GMC,CANYON,2.8,4,X,13.7,269
2006,GMC,CANYON,2.8,4,X,12.2,237
2006,GMC,CANYON,3.5,5,X,12.5,251
2006,GMC,CANYON,3.5,5,X,13.1,253
2006,GMC,CANYON 4X4,2.8,4,X,14.3,281
2006,GMC,CANYON 4X4,2.8,4,X,13.8,269
2006,GMC,CANYON 4X4,3.5,5,X,13.3,269
2006,GMC,CANYON 4X4,3.5,5,X,13.4,267
2006,GMC,CANYON CHASSIS CAB,3.5,5,X,14,278
2006,GMC,CANYON CREW CAB,2.8,4,X,13.9,271
2006,GMC,CANYON CREW CAB,2.8,4,X,12.2,235
2006,GMC,CANYON CREW CAB,3.5,5,X,12.5,251
2006,GMC,CANYON CREW CAB 4X4,2.8,4,X,14.3,281
2006,GMC,CANYON CREW CAB 4X4,2.8,4,X,13.8,269
2006,GMC,CANYON CREW CAB 4X4,3.5,5,X,13.8,278
2006,GMC,ENVOY,4.2,6,X,14.8,290
2006,GMC,ENVOY,5.3,8,X,14.8,288
2006,GMC,ENVOY 4X4,4.2,6,X,15.8,315
2006,GMC,ENVOY 4X4,5.3,8,X,15.4,299
2006,GMC,ENVOY XL,4.2,6,X,15.6,310
2006,GMC,ENVOY XL,5.3,8,X,14.8,288
2006,GMC,ENVOY XL 4X4,4.2,6,X,16.5,324
2006,GMC,ENVOY XL 4X4,5.3,8,X,16.1,317
2006,GMC,G15 SAVANA CARGO,4.3,6,X,16.4,329
2006,GMC,G15 SAVANA CARGO,5.3,8,X,14.8,299
2006,GMC,G15 SAVANA CARGO CONV,4.3,6,X,16.5,331
2006,GMC,G15 SAVANA CARGO CONV,5.3,8,X,16.2,329
2006,GMC,G15 SAVANA PASSENGER,4.3,6,X,15.7,315
2006,GMC,G15 SAVANA PASSENGER,5.3,8,X,16.2,329
2006,GMC,H15 SAVANA CARGO AWD,5.3,8,X,15.9,315
2006,GMC,H15 SAVANA CARGO AWD CONV,5.3,8,X,17,350
2006,GMC,H15 SAVANA PASSENGER AWD,5.3,8,X,17,350
2006,GMC,K1500 SIERRA 4X4,4.3,6,X,15.7,322
2006,GMC,K1500 SIERRA 4X4,4.3,6,X,15.9,317
2006,GMC,K1500 SIERRA 4X4,4.8,8,X,15.4,313
2006,GMC,K1500 SIERRA 4X4,4.8,8,X,16.3,322
2006,GMC,K1500 SIERRA 4X4,5.3,8,X,15.8,315
2006,GMC,K1500 SIERRA 4X4,6,8,Z,17,347
2006,GMC,K1500 SIERRA DENALI AWD,6,8,Z,17.3,350
2006,GMC,K1500 SIERRA FFV 4X4,5.3,8,X,15.4,313
2006,GMC,K1500 SIERRA FFV 4X4,5.3,8,E,20.5,288
2006,GMC,K1500 SIERRA HYBRID 4X4,5.3,8,X,14.3,299
2006,GMC,K1500 YUKON 4X4,5.3,8,X,17,350
2006,GMC,K1500 YUKON DENALI AWD,6,8,Z,17.3,350
2006,GMC,K1500 YUKON DENALI XL AWD,6,8,Z,17.3,350
2006,GMC,K1500 YUKON FFV 4X4,5.3,8,X,17.2,347
2006,GMC,K1500 YUKON FFV 4X4,5.3,8,E,22.9,320
2006,GMC,K1500 YUKON XL 4X4,5.3,8,X,17,350
2006,GMC,K1500 YUKON XL FFV 4X4,5.3,8,X,17.2,347
2006,GMC,K1500 YUKON XL FFV 4X4,5.3,8,E,22.9,320
2006,HONDA,ACCORD,2.4,4,X,9.7,189
2006,HONDA,ACCORD,2.4,4,X,9.1,182
2006,HONDA,ACCORD,3,6,X,11.5,223
2006,HONDA,ACCORD,3,6,X,11.4,218
