YEAR,CAR NAME,MODEL,ENGINE SIZE,CYLINDERS,FUEL TYPE,FUEL CONSUMPTION,CO2 EMISSIONS 
2000,ACURA,1.6EL,1.6,4,X,9.2,186
2000,ACURA,1.6EL,1.6,4,X,8.5,175
2000,ACURA,3.2TL,3.2,6,Z,12.2,230
2000,ACURA,3.5RL,3.5,6,Z,13.4,264
2000,ACURA,INTEGRA,1.8,4,X,10,198
2000,ACURA,INTEGRA,1.8,4,X,9.3,189
2000,ACURA,INTEGRA GSR/TYPE R,1.8,4,Z,9.4,191
2000,ACURA,NSX,3,6,Z,13.6,267
2000,ACURA,NSX,3.2,6,Z,13.8,269
2000,AUDI,A4,1.8,4,Z,11.4,218
2000,AUDI,A4,1.8,4,Z,9.7,193
2000,AUDI,A4,2.8,6,Z,13,248
2000,AUDI,A4,2.8,6,Z,11.7,225
2000,AUDI,A4 QUATTRO,1.8,4,Z,12.1,232
2000,AUDI,A4 QUATTRO,1.8,4,Z,10.7,214
2000,AUDI,A4 QUATTRO,2.8,6,Z,13.3,255
2000,AUDI,A4 QUATTRO,2.8,6,Z,12.7,251
2000,AUDI,A6,2.8,6,Z,13.4,258
2000,AUDI,A6 AVANT QUATTRO,2.8,6,Z,13.8,269
2000,AUDI,A6 QUATTRO,2.7,6,Z,13.6,264
2000,AUDI,A6 QUATTRO,2.7,6,Z,13.6,267
2000,AUDI,A6 QUATTRO,2.8,6,Z,13.8,269
2000,AUDI,A6 QUATTRO,2.8,6,Z,13,260
2000,AUDI,A6 QUATTRO,4.2,8,Z,13.9,269
2000,AUDI,A8 QUATTRO,4.2,8,Z,13.9,269
2000,AUDI,S4 QUATTRO,2.7,6,Z,13.6,264
2000,AUDI,S4 QUATTRO,2.7,6,Z,13.6,267
2000,AUDI,TT COUPE QUATTRO,1.8,4,Z,11.6,225
2000,AUDI,TT COUPE QUATTRO (SUPERCHARGED),1.8,4,Z,11.6,225
2000,AUDI,TT ROADSTER,1.8,4,Z,10.9,214
2000,AUDI,TT ROADSTER QUATTRO (SUPERCHARGED),1.8,4,Z,11.6,225
2000,BMW,323 CONVERTIBLE,2.5,6,Z,13,258
2000,BMW,323 CONVERTIBLE,2.5,6,Z,12.4,246
2000,BMW,323Ci,2.5,6,Z,12.3,237
2000,BMW,323Ci,2.5,6,Z,11.5,223
2000,BMW,323i,2.5,6,Z,12.3,237
2000,BMW,323i,2.5,6,Z,11.5,223
2000,BMW,328Ci,2.8,6,Z,12.4,239
2000,BMW,328Ci,2.8,6,Z,11.5,223
2000,BMW,328i,2.8,6,Z,12.4,239
2000,BMW,328i,2.8,6,Z,11.5,223
2000,BMW,528i,2.8,6,Z,13,251
2000,BMW,528i,2.8,6,Z,11.5,223
2000,BMW,528i TOURING,2.8,6,Z,13,251
2000,BMW,528i TOURING,2.8,6,Z,12.9,248
2000,BMW,540i,4.4,8,Z,13.1,258
2000,BMW,540i,4.4,8,Z,14.7,281
2000,BMW,540i TOURING,4.4,8,Z,13.9,281
2000,BMW,740i,4.4,8,Z,13.8,269
2000,BMW,740iL,4.4,8,Z,13.8,269
2000,BMW,750iL,5.4,12,Z,17.3,331
2000,BMW,M COUPE,3.2,6,Z,12.4,244
2000,BMW,M ROADSTER,3.2,6,Z,12.4,244
2000,BMW,M5,4.9,8,Z,17.7,331
2000,BMW,X5,4.4,8,Z,13.3,258
2000,BMW,Z3,2.5,6,Z,12.5,244
2000,BMW,Z3,2.5,6,Z,11.9,232
2000,BMW,Z3,2.8,6,Z,12.4,244
2000,BMW,Z3,2.8,6,Z,12.4,244
2000,BMW,Z8,4.9,8,Z,17.4,336
2000,BUICK,CENTURY,3.1,6,X,11.6,223
2000,BUICK,LESABRE,3.8,6,X,12.3,230
2000,BUICK,PARK AVENUE,3.8,6,X,12.8,242
2000,BUICK,PARK AVENUE #,3.8,6,Z,13.5,253
2000,BUICK,REGAL,3.8,6,X,12,228
2000,BUICK,REGAL #,3.8,6,Z,13.5,253
2000,CADILLAC,CATERA,3,6,Z,13.1,258
2000,CADILLAC,DEVILLE,4.6,8,Z,13.9,260
2000,CADILLAC,ELDORADO,4.6,8,Z,13.9,260
2000,CADILLAC,ESCALADE 4X4,5.7,8,X,19.2,382
2000,CADILLAC,SEVILLE,4.6,8,Z,13.9,260
2000,CHEVROLET,ASTRO AWD CARGO,4.3,6,X,15.3,308
2000,CHEVROLET,ASTRO AWD PASSENGER,4.3,6,X,15.7,317
2000,CHEVROLET,ASTRO CARGO,4.3,6,X,14.5,294
2000,CHEVROLET,ASTRO PASSENGER,4.3,6,X,15.9,324
2000,CHEVROLET,BLAZER,4.3,6,X,14.5,294
2000,CHEVROLET,BLAZER,4.3,6,X,14.6,288
2000,CHEVROLET,BLAZER 4X4,4.3,6,X,15.2,308
2000,CHEVROLET,BLAZER 4X4,4.3,6,X,16.9,343
2000,CHEVROLET,C1500 SILVERADO,4.3,6,X,15.9,324
2000,CHEVROLET,C1500 SILVERADO,4.3,6,X,16.7,338
2000,CHEVROLET,C1500 SILVERADO,4.8,8,X,14.6,292
2000,CHEVROLET,C1500 SILVERADO,4.8,8,X,17.1,331
2000,CHEVROLET,C1500 SILVERADO,5.3,8,X,15,301
2000,CHEVROLET,C2500 SILVERADO,5.3,8,X,16.1,329
2000,CHEVROLET,C2500 SILVERADO,6,8,X,19.4,386
2000,CHEVROLET,CAMARO,3.8,6,X,12.4,235
2000,CHEVROLET,CAMARO,3.8,6,X,12.2,228
2000,CHEVROLET,CAMARO,5.7,8,Z,13.8,269
2000,CHEVROLET,CAMARO,5.7,8,Z,13.1,248
2000,CHEVROLET,CAVALIER,2.2,4,X,10.2,200
2000,CHEVROLET,CAVALIER,2.2,4,X,10.8,205
2000,CHEVROLET,CAVALIER,2.4,4,X,11,216
2000,CHEVROLET,CAVALIER,2.4,4,X,10.7,202
2000,CHEVROLET,CAVALIER BIFUEL,2.2,4,X,10.4,209
2000,CHEVROLET,CORVETTE,5.7,8,Z,13.9,269
2000,CHEVROLET,CORVETTE,5.7,8,Z,12.8,244
2000,CHEVROLET,G15/G25 CHEVY VAN,4.3,6,X,16,327
2000,CHEVROLET,G15/G25 CHEVY VAN,5,8,X,16.4,329
2000,CHEVROLET,G15/G25 CHEVY VAN,5.7,8,X,17.4,352
2000,CHEVROLET,G1500/G2500 CHEVY EXPRESS,4.3,6,X,16.5,336
2000,CHEVROLET,G1500/G2500 CHEVY EXPRESS,5,8,X,16.7,338
2000,CHEVROLET,G1500/G2500 CHEVY EXPRESS,5.7,8,X,18.7,377
2000,CHEVROLET,IMPALA,3.4,6,X,12.1,228
2000,CHEVROLET,IMPALA,3.8,6,X,12,228
2000,CHEVROLET,K1500 SILVERADO 4X4,4.3,6,X,15.3,308
2000,CHEVROLET,K1500 SILVERADO 4X4,4.3,6,X,16.9,343
2000,CHEVROLET,K1500 SILVERADO 4X4,4.8,8,X,15.6,322
2000,CHEVROLET,K1500 SILVERADO 4X4,4.8,8,X,18.2,359
2000,CHEVROLET,K1500 SILVERADO 4X4,5.3,8,X,16.2,331
2000,CHEVROLET,K1500 TAHOE 4X4,5.7,8,X,19.1,382
2000,CHEVROLET,LUMINA/MONTE CARLO,3.4,6,X,12.1,228
2000,CHEVROLET,LUMINA/MONTE CARLO,3.8,6,X,12,228
2000,CHEVROLET,MALIBU,3.1,6,X,11.6,223
2000,CHEVROLET,METRO,1,3,X,6,122
2000,CHEVROLET,METRO,1.3,4,X,7.8,163
2000,CHEVROLET,METRO,1.3,4,X,6.4,131
2000,CHEVROLET,NEW C1500 SUBURBAN,5.3,8,X,17.1,345
2000,CHEVROLET,NEW C1500 TAHOE,4.8,8,X,16.9,345
2000,CHEVROLET,NEW C1500 TAHOE,5.3,8,X,17.1,345
2000,CHEVROLET,NEW K1500 TAHOE 4X4,4.8,8,X,16.9,345
2000,CHEVROLET,NEW K1500 TAHOE 4X4,5.3,8,X,17.1,347
2000,CHEVROLET,S10,2.2,4,X,12.3,242
2000,CHEVROLET,S10,2.2,4,X,10.8,214
2000,CHEVROLET,S10,4.3,6,X,13.8,276
2000,CHEVROLET,S10,4.3,6,X,14.4,283
2000,CHEVROLET,S10 4X4,4.3,6,X,15.1,304
2000,CHEVROLET,S10 4X4,4.3,6,X,14.6,290
2000,CHEVROLET,TRACKER 4X4,2,4,X,10.3,216
2000,CHEVROLET,TRACKER 4X4,2,4,X,10.5,221
2000,CHEVROLET,TRACKER CONVERTIBLE 4X4,1.6,4,X,9.2,196
2000,CHEVROLET,TRACKER CONVERTIBLE 4X4,2,4,X,10.3,216
2000,CHEVROLET,TRACKER CONVERTIBLE 4X4,2,4,X,10.5,221
2000,CHEVROLET,VENTURE,3.4,6,X,12.5,246
2000,CHRYSLER,300M,3.5,6,X,12.8,246
2000,CHRYSLER,CIRRUS,2.4,4,X,11.9,232
2000,CHRYSLER,CIRRUS,2.5,6,X,12.1,235
2000,CHRYSLER,CONCORDE,2.7,6,X,11.7,225
2000,CHRYSLER,CONCORDE,3.2,6,X,12.6,242
2000,CHRYSLER,INTREPID,2.7,6,X,11.7,225
2000,CHRYSLER,INTREPID,2.7,6,X,11.7,225
2000,CHRYSLER,INTREPID,3.2,6,X,12.6,239
2000,CHRYSLER,INTREPID,3.5,6,X,12.8,246
2000,CHRYSLER,LHS,3.5,6,X,13.1,251
2000,CHRYSLER,NEON,2,4,X,9.5,193
2000,CHRYSLER,NEON,2,4,X,8.3,170
2000,CHRYSLER,PT CRUISER,2.4,4,X,11.9,239
2000,CHRYSLER,PT CRUISER,2.4,4,X,11.7,235
2000,CHRYSLER,SEBRING,2.5,6,X,12,232
2000,CHRYSLER,SEBRING CONVERTIBLE,2.5,6,X,12.1,235
2000,CHRYSLER,SEBRING CONVERTIBLE,2.5,6,X,13.1,253
2000,CHRYSLER,TOWN & COUNTRY,3.8,6,X,13.6,267
2000,CHRYSLER,TOWN & COUNTRY AWD,3.8,6,X,14.5,281
2000,DAEWOO,LANOS,1.5,4,X,9.9,186
2000,DAEWOO,LANOS,1.5,4,X,9,175
2000,DAEWOO,LANOS,1.6,4,X,10.2,196
2000,DAEWOO,LANOS,1.6,4,X,9.1,177
2000,DAEWOO,LEGANZA,2.2,4,X,11.9,230
2000,DAEWOO,LEGANZA,2.2,4,X,11.6,223
2000,DAEWOO,NUBIRA,2,4,X,10.6,207
2000,DAEWOO,NUBIRA,2,4,X,10.5,202
2000,DAEWOO,NUBIRA WAGON,2,4,X,10.6,207
2000,DAEWOO,NUBIRA WAGON,2,4,X,10.5,205
2000,DODGE,CARAVAN,3,6,X,13,253
2000,DODGE,CARAVAN,3.3,6,X,12.9,253
2000,DODGE,CARAVAN,3.8,6,X,13.6,267
2000,DODGE,CARAVAN FFV,3.3,6,X,12.9,253
2000,DODGE,CARAVAN FFV,3.3,6,E,18.7,251
2000,DODGE,DAKOTA,3.9,6,X,14.6,290
2000,DODGE,DAKOTA,3.9,6,X,15.1,290
2000,DODGE,DAKOTA,4.7,8,X,15.8,313
2000,DODGE,DAKOTA,4.7,8,X,16.5,320
2000,DODGE,DAKOTA,5.9,8,X,18.9,375
2000,DODGE,DAKOTA 4X4,3.9,6,X,16.3,331
2000,DODGE,DAKOTA 4X4,3.9,6,X,17.3,340
2000,DODGE,DAKOTA 4X4,4.7,8,X,16.5,327
2000,DODGE,DAKOTA 4X4,4.7,8,X,17,338
2000,DODGE,DAKOTA 4X4,5.9,8,X,20.3,396
2000,DODGE,DURANGO 4X4,4.7,8,X,17.4,345
2000,DODGE,DURANGO 4X4,5.9,8,X,20.3,396
2000,DODGE,DURANGO 5.9 R/T 4X4,5.9,8,Z,20.3,396
2000,DODGE,GRAND CARAVAN,3,6,X,13,253
2000,DODGE,GRAND CARAVAN,3.3,6,X,12.9,253
2000,DODGE,GRAND CARAVAN,3.8,6,X,13.6,267
2000,DODGE,GRAND CARAVAN,3.8,6,X,13.9,271
2000,DODGE,GRAND CARAVAN AWD,3.8,6,X,14.5,281
2000,DODGE,GRAND CARAVAN AWD,3.8,6,X,14.7,285
2000,DODGE,GRAND CARAVAN FFV,3.3,6,X,12.9,253
2000,DODGE,GRAND CARAVAN FFV,3.3,6,E,18.7,251
2000,DODGE,RAM 1500,3.9,6,X,15.6,308
2000,DODGE,RAM 1500,3.9,6,X,15.7,306
2000,DODGE,RAM 1500,5.2,8,X,18.1,350
2000,DODGE,RAM 1500,5.2,8,X,18.3,350
2000,DODGE,RAM 1500,5.9,8,X,19.5,370
2000,DODGE,RAM 1500 4X4,5.2,8,X,19.6,386
2000,DODGE,RAM 1500 4X4,5.2,8,X,20.1,389
2000,DODGE,RAM 1500 4X4,5.9,8,X,19.6,377
2000,DODGE,RAM 1500 VAN,3.9,6,X,15.8,334
2000,DODGE,RAM 1500 VAN,5.2,8,X,17.7,343
2000,DODGE,RAM 1500 VAN,5.9,8,X,18.9,375
2000,DODGE,RAM 1500 WAGON,3.9,6,X,16.5,347
2000,DODGE,RAM 1500 WAGON,5.2,8,X,18.1,350
2000,DODGE,RAM 2500 VAN,5.2,8,X,18.1,350
2000,DODGE,RAM 2500 VAN,5.9,8,X,19.5,370
2000,DODGE,RAM 2500 VAN NGV,5.2,8,N,18.9,314
2000,DODGE,RAM 2500 WAGON,5.2,8,X,19.8,396
2000,DODGE,RAM 2500 WAGON,5.9,8,X,19.8,375
2000,DODGE,VIPER GTS,8,10,Z,19.4,352
2000,DODGE,VIPER RT/10,8,10,Z,19.4,352
2000,FERRARI,360 MODENA F1,3.6,8,Z,22.4,423
2000,FERRARI,360 MODENA F1,3.6,8,Z,22,421
2000,FERRARI,456 MGT,5.5,12,Z,24.4,458
2000,FERRARI,456 MGT,5.5,12,Z,24,442
2000,FERRARI,456 MGTA,5.5,12,Z,24.4,458
2000,FERRARI,456 MGTA,5.5,12,Z,24,442
2000,FERRARI,550 MARANELLO,5.5,12,Z,27.7,522
2000,FORD,COUGAR,2,4,X,9.7,189
2000,FORD,COUGAR,2.5,6,X,11.6,225
2000,FORD,COUGAR,2.5,6,X,11.8,228
2000,FORD,CROWN VICTORIA,4.6,8,X,13.5,262
2000,FORD,E150 CLUB WAGON,4.2,6,X,17.3,347
2000,FORD,E150 CLUB WAGON,4.6,8,X,17,338
2000,FORD,E150 CLUB WAGON,5.4,8,X,18,356
2000,FORD,E150 VAN,4.2,6,X,17.2,343
2000,FORD,E150 VAN,4.6,8,X,16,317
2000,FORD,E150 VAN,5.4,8,X,16.1,320
2000,FORD,E250 VAN,4.2,6,X,17.3,345
2000,FORD,E250 VAN,5.4,8,X,18.3,356
2000,FORD,ESCORT ZX2,2,4,X,9.3,186
2000,FORD,ESCORT ZX2,2,4,X,9.3,186
2000,FORD,EXPEDITION,4.6,8,X,16,317
2000,FORD,EXPEDITION,5.4,8,X,18.3,356
2000,FORD,EXPEDITION 4X4,4.6,8,X,17.4,347
2000,FORD,EXPEDITION 4X4,5.4,8,X,19.1,377
2000,FORD,EXPLORER,4,6,X,13.3,267
2000,FORD,EXPLORER,5,8,X,16.6,327
2000,FORD,EXPLORER 4X4,4,6,X,14.7,297
2000,FORD,EXPLORER 4X4,5,8,X,16.9,329
2000,FORD,EXPLORER OHV,4,6,X,15.4,315
2000,FORD,EXPLORER OHV 4X4,4,6,X,15.6,310
2000,FORD,EXPLORER SOHC,4,6,X,14.8,294
2000,FORD,EXPLORER SOHC 4X4,4,6,X,15,301
2000,FORD,F150,4.2,6,X,15,301
2000,FORD,F150,4.2,6,X,14.6,292
2000,FORD,F150,4.6,8,X,15.3,304
2000,FORD,F150,4.6,8,X,16,313
2000,FORD,F150,5.4,8,X,16.1,320
2000,FORD,F150 4X4,4.2,6,X,15.6,317
2000,FORD,F150 4X4,4.2,6,X,16.2,329
2000,FORD,F150 4X4,4.6,8,X,16.7,336
2000,FORD,F150 4X4,4.6,8,X,17,336
2000,FORD,F150 4X4,5.4,8,X,18.8,375
2000,FORD,FOCUS SEDAN,2,4,X,9.4,191
2000,FORD,FOCUS SEDAN,2,4,X,9.4,186
2000,FORD,FOCUS WAGON,2,4,X,9.3,189
2000,FORD,FOCUS WAGON,2,4,X,9.5,186
2000,FORD,GRAND MARQUIS,4.6,8,X,13.4,260
2000,FORD,MUSTANG,3.8,6,X,11.9,232
2000,FORD,MUSTANG,3.8,6,X,12.1,232
2000,FORD,MUSTANG,4.6,8,X,13.5,264
2000,FORD,MUSTANG,4.6,8,X,13.8,267
2000,FORD,MUSTANG #,4.6,8,X,14.1,271
2000,FORD,RANGER,3,6,X,14.1,276
2000,FORD,RANGER,3,6,X,14.5,283
2000,FORD,RANGER,4,6,X,15.3,313
2000,FORD,RANGER,4,6,X,13.3,269
2000,FORD,RANGER 4X4,3,6,X,14.7,297
2000,FORD,RANGER 4X4,3,6,X,13.9,281
2000,FORD,RANGER 4X4,4,6,X,15.6,313
2000,FORD,RANGER 4X4,4,6,X,14.8,299
2000,FORD,TAURUS,3,6,X,12.1,232
2000,FORD,TAURUS #,3,6,X,12,232
2000,FORD,TAURUS WAGON,3,6,X,12.6,244
2000,FORD,TAURUS WAGON #,3,6,X,12.5,242
2000,FORD,WINDSTAR VAN,3,6,X,14,274
2000,FORD,WINDSTAR VAN,3.8,6,X,13.3,267
2000,FORD,WINDSTAR WAGON,3,6,X,14,274
2000,FORD,WINDSTAR WAGON,3.8,6,X,13.9,274
2000,GMC,C1500 SIERRA,4.3,6,X,15.9,324
2000,GMC,C1500 SIERRA,4.3,6,X,16.7,338
2000,GMC,C1500 SIERRA,4.8,8,X,14.6,294
2000,GMC,C1500 SIERRA,4.8,8,X,17.1,331
2000,GMC,C1500 SIERRA,5.3,8,X,15,301
2000,GMC,C1500 YUKON,4.8,8,X,16.9,345
2000,GMC,C1500 YUKON,5.3,8,X,17.1,345
2000,GMC,C1500 YUKON XL,5.3,8,X,17.1,345
2000,GMC,C2500 SIERRA,5.3,8,X,16.1,329
2000,GMC,C2500 SIERRA,6,8,X,19.4,384
2000,GMC,G15/G25 SAVANA CARGO,4.3,6,X,16,327
2000,GMC,G15/G25 SAVANA CARGO,5,8,X,16.4,329
2000,GMC,G15/G25 SAVANA CARGO,5.7,8,X,17.3,350
2000,GMC,G1500/G2500 SAVANA PASSENGER,4.3,6,X,16.5,336
2000,GMC,G1500/G2500 SAVANA PASSENGER,5,8,X,16.5,334
2000,GMC,G1500/G2500 SAVANA PASSENGER,5.7,8,X,18.7,377
2000,GMC,JIMMY,4.3,6,X,14.5,294
2000,GMC,JIMMY,4.3,6,X,14.6,288
2000,GMC,JIMMY 4X4,4.3,6,X,15.3,308
2000,GMC,JIMMY 4X4,4.3,6,X,16.9,343
2000,GMC,K1500 SIERRA 4X4,4.3,6,X,15.3,308
2000,GMC,K1500 SIERRA 4X4,4.3,6,X,16.9,343
2000,GMC,K1500 SIERRA 4X4,4.8,8,X,15.6,322
2000,GMC,K1500 SIERRA 4X4,4.8,8,X,18.3,361
2000,GMC,K1500 SIERRA 4X4,5.3,8,X,16.2,331
2000,GMC,K1500 YUKON 4X4,4.8,8,X,16.9,345
2000,GMC,K1500 YUKON 4X4,5.3,8,X,17.1,347
2000,GMC,K1500 YUKON 4X4,5.7,8,X,19.2,382
2000,GMC,SAFARI CARGO,4.3,6,X,14.5,294
2000,GMC,SAFARI CARGO AWD,4.3,6,X,15.3,308
2000,GMC,SAFARI PASSENGER,4.3,6,X,15.9,324
2000,GMC,SAFARI PASSENGER AWD,4.3,6,X,15.7,317
2000,GMC,SONOMA,2.2,4,X,12.3,242
2000,GMC,SONOMA,2.2,4,X,10.8,214
2000,GMC,SONOMA,4.3,6,X,13.8,276
2000,GMC,SONOMA,4.3,6,X,14.5,283
2000,GMC,SONOMA 4X4,4.3,6,X,15.1,304
2000,GMC,SONOMA 4X4,4.3,6,X,14.6,290
2000,HONDA,ACCORD,3,6,X,11.5,225
2000,HONDA,ACCORD DX,2.3,4,X,10.8,214
2000,HONDA,ACCORD DX,2.3,4,X,10.1,202
2000,HONDA,ACCORD EX/LX,2.3,4,X,10.4,205
2000,HONDA,ACCORD EX/LX,2.3,4,X,9.4,189
2000,HONDA,CIVIC COUPE Si,1.6,4,X,9.2,186
2000,HONDA,CIVIC COUPE Si,1.6,4,X,8.5,175
2000,HONDA,CIVIC COUPE SiR,1.6,4,Z,9.5,193
2000,HONDA,CIVIC CX/DX/LX/EX,1.6,4,X,8.7,172
2000,HONDA,CIVIC CX/DX/LX/EX,1.6,4,X,7.6,156
2000,HONDA,CR-V,2,4,X,11,232
2000,HONDA,CR-V,2,4,X,11,232
2000,HONDA,INSIGHT,1,3,X,3.9,83
2000,HONDA,ODYSSEY,3.5,6,X,13.3,255
2000,HONDA,PRELUDE,2.2,4,Z,11.2,225
2000,HONDA,PRELUDE,2.2,4,Z,10.6,218
2000,HONDA,S2000,2,4,Z,11.6,235
2000,HYUNDAI,ACCENT,1.5,4,X,9.2,179
2000,HYUNDAI,ACCENT,1.5,4,X,8.4,168
2000,HYUNDAI,ELANTRA,2,4,X,10.8,209
2000,HYUNDAI,ELANTRA,2,4,X,9.9,193
2000,HYUNDAI,ELANTRA WAGON,2,4,X,11,214
2000,HYUNDAI,ELANTRA WAGON,2,4,X,10,196
2000,HYUNDAI,SONATA 2.4L,2.4,4,X,11.5,225
2000,HYUNDAI,SONATA 2.5L,2.5,6,X,11.7,228
2000,HYUNDAI,TIBURON,2,4,X,10.8,212
2000,HYUNDAI,TIBURON,2,4,X,10,196
2000,INFINITI,G20,2,4,X,10.2,202
2000,INFINITI,G20,2,4,X,10,198
2000,INFINITI,I30,3,6,X,11.9,232
2000,INFINITI,QX4 4X4,3.3,6,X,15.9,322
2000,ISUZU,HOMBRE,2.2,4,X,12.3,242
2000,ISUZU,HOMBRE,2.2,4,X,10.8,214
2000,ISUZU,HOMBRE,4.3,6,X,13.8,276
2000,ISUZU,HOMBRE 4X4,4.3,6,X,15.1,304
2000,ISUZU,RODEO 4X4,3.2,6,X,14.9,301
2000,ISUZU,RODEO 4X4,3.2,6,X,15.1,306
2000,ISUZU,TROOPER 4X4,3.5,6,X,16,322
2000,ISUZU,TROOPER 4X4,3.5,6,X,16.1,324
2000,JAGUAR,S-TYPE V6,3,6,Z,13.2,253
2000,JAGUAR,S-TYPE V8,4,8,Z,13.7,271
2000,JAGUAR,VANDEN PLAS,4,8,Z,13.9,267
2000,JAGUAR,VANDEN PLAS SUPERCHARGED,4,8,Z,14.9,292
2000,JAGUAR,XJ8,4,8,Z,13.9,267
2000,JAGUAR,XJR #,4,8,Z,14.8,290
2000,JAGUAR,XK8,4,8,Z,13.8,267
2000,JAGUAR,XK8 CONVERTIBLE,4,8,Z,13.9,269
2000,JAGUAR,XKR #,4,8,Z,14.1,276
2000,JAGUAR,XKR CONVERTIBLE #,4,8,Z,14.6,285
2000,JEEP,CHEROKEE 4X4,4,6,X,14.9,297
2000,JEEP,CHEROKEE 4X4,4,6,X,13.8,278
2000,JEEP,GRAND CHEROKEE 4X4,4,6,X,14.8,297
2000,JEEP,GRAND CHEROKEE 4X4,4.7,8,X,16.2,322
2000,JEEP,TJ 4X4,2.5,4,X,14.9,313
2000,JEEP,TJ 4X4,2.5,4,X,13.1,276
2000,JEEP,TJ 4X4,4,6,X,15.6,324
2000,JEEP,TJ 4X4,4,6,X,15,306
2000,KIA,SEPHIA,1.8,4,X,10.3,205
2000,KIA,SEPHIA,1.8,4,X,9.8,205
2000,KIA,SPORTAGE 4X4,2,4,X,11.9,258
2000,KIA,SPORTAGE 4X4,2,4,X,11.3,248
2000,LAND ROVER,DISCOVERY SERIES II 4X4,4,8,Z,17.7,354
2000,LAND ROVER,DISCOVERY SERIES II 4X4,4,8,Z,17.7,354
2000,LAND ROVER,RANGE ROVER 4X4,4,8,Z,17.7,354
2000,LAND ROVER,RANGE ROVER 4X4,4.6,8,Z,20.1,407
2000,LEXUS,ES 300,3,6,X,12.3,242
2000,LEXUS,GS 300,3,6,Z,12.2,244
2000,LEXUS,GS 400,4,8,Z,13.4,262
2000,LEXUS,LS 400,4,8,Z,12.7,251
2000,LEXUS,LX 470,4.7,8,X,17.5,359
2000,LEXUS,RX 300,3,6,X,12.6,255
2000,LEXUS,RX 300 4X4,3,6,X,12.8,262
2000,LINCOLN,CONTINENTAL,4.6,8,Z,13.6,262
2000,LINCOLN,LS,3,6,X,13.8,267
2000,LINCOLN,LS,3,6,X,13.9,267
2000,LINCOLN,LS,3.9,8,X,14.2,274
2000,LINCOLN,NAVIGATOR 4X4,5.4,8,Z,19.4,382
2000,LINCOLN,TOWN CAR,4.6,8,X,13.7,264
2000,MAZDA,626,2,4,X,11.2,223
2000,MAZDA,626,2,4,X,9.3,189
2000,MAZDA,626,2.5,6,Z,12.2,242
2000,MAZDA,626,2.5,6,Z,11.8,237
2000,MAZDA,B3000,3,6,X,14,276
2000,MAZDA,B3000,3,6,X,14.5,283
2000,MAZDA,B4000,4,6,X,15.4,315
2000,MAZDA,B4000,4,6,X,13.9,281
2000,MAZDA,B4000 4X4,4,6,X,15.5,313
2000,MAZDA,B4000 4X4,4,6,X,14.8,301
2000,MAZDA,MILLENIA,2.5,6,Z,12.3,242
2000,MAZDA,MILLENIA #,2.3,6,Z,12.2,237
2000,MAZDA,MPV,2.5,6,X,13.6,274
2000,MAZDA,MX-5 MIATA,1.8,4,X,10.5,212
2000,MAZDA,MX-5 MIATA,1.8,4,X,9.7,200
2000,MAZDA,MX-5 MIATA,1.8,4,X,10.1,207
2000,MAZDA,PROTEGE,1.6,4,X,9.3,189
2000,MAZDA,PROTEGE,1.6,4,X,8.5,177
2000,MAZDA,PROTEGE,1.8,4,X,9.8,198
2000,MAZDA,PROTEGE,1.8,4,X,8.9,182
2000,MERCEDES-BENZ,C 230 KOMPRESSOR #,2.3,4,Z,11,216
2000,MERCEDES-BENZ,C 280,2.8,6,Z,11.2,225
2000,MERCEDES-BENZ,C 43 AMG,4.3,8,Z,13.1,264
2000,MERCEDES-BENZ,CLK 320,3.2,6,Z,11.4,221
2000,MERCEDES-BENZ,CLK 320 CABRIOLET,3.2,6,Z,12.1,235
2000,MERCEDES-BENZ,CLK 430,4.3,8,Z,12.8,253
2000,MERCEDES-BENZ,CLK 430 CABRIOLET,4.3,8,Z,13.6,264
2000,MERCEDES-BENZ,E 320,3.2,6,Z,11.4,221
2000,MERCEDES-BENZ,E 320 4MATIC,3.2,6,Z,11.6,228
2000,MERCEDES-BENZ,E 320 4MATIC WAGON,3.2,6,Z,12,237
2000,MERCEDES-BENZ,E 320 WAGON,3.2,6,Z,11.7,232
2000,MERCEDES-BENZ,E 430,4.3,8,Z,13,258
2000,MERCEDES-BENZ,E 430 4MATIC,4.3,8,Z,13.5,269
2000,MERCEDES-BENZ,E 55 AMG,5.5,8,Z,14.3,278
2000,MERCEDES-BENZ,ML 320,3.2,6,Z,14.4,294
2000,MERCEDES-BENZ,ML 430,4.3,8,Z,15.3,313
2000,MERCEDES-BENZ,S 430,4.3,8,Z,13.7,264
2000,MERCEDES-BENZ,S 500,5,8,Z,14.4,281
2000,MERCEDES-BENZ,SL 500,5,8,Z,14.6,283
2000,MERCEDES-BENZ,SL 600,6,12,Z,18.2,347
2000,MERCEDES-BENZ,SLK 230 KOMPRESSOR #,2.3,4,Z,10.6,209
2000,MERCEDES-BENZ,SLK 230 KOMPRESSOR #,2.3,4,Z,11.1,214
2000,NISSAN,ALTIMA,2.4,4,X,11.3,223
2000,NISSAN,ALTIMA,2.4,4,X,10.2,202
2000,NISSAN,FRONTIER,2.4,4,X,12,246
2000,NISSAN,FRONTIER,2.4,4,X,10.7,223
2000,NISSAN,FRONTIER 4X4,2.4,4,X,13.3,274
2000,NISSAN,FRONTIER V6,3.3,6,X,15.1,308
2000,NISSAN,FRONTIER V6,3.3,6,X,14.4,301
